E,f,n,ExecutionTime
2019,49,100,0.32000000000005
1981,38,100,0.290000000000077
989,36,100,0.230000000000018
960,31,100,0.199999999999932
1044,25,100,0.0799999999999272
1017,34,100,0.0900000000000318
1047,33,100,0.269999999999982
1000,24,100,0.180000000000064
1025,25,100,0.0899999999999181
958,28,100,0.149999999999977
1020,21,100,0.07000000000005
979,18,100,0.120000000000005
2044,48,100,0.120000000000005
1915,62,100,0.389999999999986
2004,68,100,0.389999999999986
1982,84,100,0.480000000000018
1929,39,100,0.32000000000005
1998,70,100,0.419999999999959
1941,56,100,0.3599999999999
1944,30,100,0.309999999999945
2031,54,100,0.360000000000014
2073,44,100,0.120000000000005
962,53,100,0.230000000000018
1024,58,100,0.259999999999991
1030,63,100,0.280000000000086
1030,70,100,0.350000000000023
1039,34,100,0.0799999999999272
982,66,100,0.299999999999955
1023,36,100,0.120000000000005
986,62,100,0.299999999999955
1000,44,100,0.25
964,46,100,0.32000000000005
2012,71,100,0.180000000000064
1956,101,100,0.350000000000023
2015,105,100,0.399999999999977
1972,97,100,0.3599999999999
2022,81,100,0.329999999999927
1999,105,100,0.329999999999927
1987,94,100,0.280000000000086
1994,73,100,0.279999999999973
1993,68,100,0.340000000000032
1950,125,100,0.509999999999991
3959,22,200,1
3887,27,200,0.860000000000014
4074,26,200,1.15999999999997
4040,22,200,0.379999999999995
3943,22,200,1.13999999999999
4056,20,200,0.450000000000045
4082,35,200,1.2399999999999
4007,31,200,1.13
3944,28,200,0.490000000000009
3966,14,200,0.469999999999914
7959,46,200,0.730000000000018
8110,32,200,0.830000000000041
8002,47,200,1.44000000000005
7986,54,200,1.04999999999995
7976,61,200,1.32000000000005
7889,45,200,0.519999999999982
7930,65,200,1.43999999999994
7964,51,200,1.38999999999999
8000,45,200,1.24000000000001
7864,57,200,0.970000000000027
3908,39,200,0.840000000000032
3946,29,200,0.470000000000027
4086,41,200,1.28000000000009
4010,24,200,0.920000000000073
4076,28,200,0.730000000000018
4077,32,200,0.5
3973,29,200,0.690000000000055
3966,32,200,0.730000000000018
3864,30,200,1.24000000000001
4059,36,200,1.48000000000002
7989,87,200,2
7840,52,200,0.909999999999968
7967,72,200,1.70000000000005
8086,98,200,1.86000000000001
8015,84,200,1.02999999999997
8168,82,200,1.97000000000003
7936,74,200,1.76999999999998
8013,77,200,1.70000000000005
7948,80,200,0.860000000000014
8089,62,200,1.37
3989,44,200,0.6099999999999
3871,56,200,1.98000000000002
3976,47,200,1.38999999999999
3874,37,200,0.549999999999955
4106,50,200,1.06000000000006
3929,45,200,0.990000000000009
3930,65,200,1.68999999999994
4064,54,200,1.06999999999994
4000,31,200,0.770000000000095
3880,28,200,0.379999999999995
3940,21,200,0.690000000000055
5893,46,200,0.809999999999945
6040,48,200,1.63
6060,41,200,1.04999999999995
8092,78,200,2.13
7981,89,200,1.62
8105,68,200,0.8599999999999
3959,35,200,1.17999999999995
3971,35,200,0.700000000000045
3969,49,200,1.3599999999999
5894,50,200,1.06000000000006
6057,61,200,1.10000000000002
6093,57,200,1.63999999999999
8037,84,200,1.68999999999994
7940,69,200,1.02999999999997
7970,71,200,1.11000000000001
9034,50,300,2.63999999999999
9126,56,300,2.93000000000006
8856,55,300,1.79999999999995
13703,86,300,4.14999999999998
13313,89,300,4.39999999999998
13404,71,300,4.43000000000006
17844,125,300,5.54999999999995
17751,123,300,7.23000000000002
17793,93,300,5.13999999999999
15724,68,400,9.81000000000006
15820,73,400,10.0599999999999
15901,72,400,7.27999999999997
23940,117,400,6.89999999999998
23993,118,400,9.86000000000001
23836,120,400,10.61
31946,144,400,7.13999999999999
31923,160,400,13.39
31777,147,400,8.13
11947,114,200,2.10999999999967
11863,120,200,2.40999999999985
12088,124,200,2.63999999999987
12097,107,200,2.35999999999967
11853,117,200,2.15999999999985
11909,102,200,2.24000000000024
12034,130,200,2.42999999999984
11934,109,200,2.23999999999978
12094,123,200,1.96000000000004
11948,132,200,2.1899999999996
11854,104,200,2.44000000000005
12039,123,200,2.62999999999965
11838,122,200,2.05999999999995
11756,89,200,1.88999999999987
11911,119,200,2.01000000000022
12001,106,200,2.32999999999993
12197,120,200,3.23000000000002
12055,129,200,2.24000000000024
11851,104,200,1.82000000000016
11875,100,200,2.49000000000024
11973,94,200,1.45000000000027
12085,128,200,2.36000000000013
11782,86,200,2.14000000000033
11831,118,200,2.26999999999998
12060,98,200,1.58000000000038
11841,116,200,2.03999999999996
11961,97,200,1.76000000000022
11882,103,200,2.15999999999985
11927,110,200,2.21000000000004
12038,94,200,2.03999999999996
12003,95,200,2.53999999999996
11852,125,200,2.00999999999976
12103,108,200,2.07000000000016
11869,125,200,2.5
11843,119,200,3.08000000000038
11800,90,200,1.67999999999984
11709,129,200,1.94000000000005
11933,132,200,2.45000000000027
11961,109,200,2.59000000000015
11906,113,200,1.80999999999995
12044,112,200,2.63999999999987
11853,108,200,2.55999999999995
11933,124,200,2.30000000000018
11882,120,200,2.60999999999967
11885,117,200,2.19000000000005
12149,94,200,1.98000000000002
11903,110,200,1.57000000000016
11811,106,200,1.9399999999996
12035,114,200,2.01999999999998
11793,123,200,2.50999999999976
12108,114,200,2.17000000000007
11996,113,200,2.42999999999984
11881,114,200,1.85999999999967
12062,124,200,1.82999999999993
11859,111,200,1.69999999999982
11773,101,200,2
12037,130,200,2.59000000000015
11875,115,200,2.48000000000002
11823,108,200,1.80999999999995
11955,117,200,2.86000000000013
12090,110,200,1.44000000000005
11863,106,200,2.51000000000022
11851,93,200,2.2800000000002
11764,109,200,2.22000000000025
11924,92,200,2.15000000000009
12196,115,200,2.40000000000009
11891,105,200,1.62000000000035
12149,106,200,1.82999999999993
12082,111,200,1.5300000000002
11975,99,200,2.26999999999998
11974,125,200,2.25
12013,120,200,2.86999999999989
12179,135,200,3.13000000000011
11982,127,200,1.63999999999987
11876,108,200,1.47000000000025
11994,127,200,1.82999999999993
11868,124,200,2.88999999999987
11953,95,200,1.97000000000025
12083,120,200,2.51999999999998
12009,134,200,2.50999999999976
11885,116,200,2.40000000000009
11884,120,200,2.44000000000005
11940,105,200,1.75
12081,110,200,2.40999999999985
12059,110,200,2.5
11967,103,200,1.2800000000002
11892,118,200,2.94000000000005
11857,118,200,1.61000000000013
11883,128,200,2.51999999999998
12101,138,200,2.47000000000025
11933,113,200,1.57000000000016
12124,97,200,1.60000000000036
11813,122,200,2.83000000000038
11823,82,200,1.84000000000015
11880,101,200,2.17000000000007
11994,123,200,2.46000000000004
11825,125,200,2.33000000000038
11807,116,200,2.65000000000009
12030,109,200,2.26999999999998
11988,119,200,2.08999999999969
11905,100,200,2.2800000000002
11921,93,200,1.88999999999987
12128,110,200,2.35999999999967
11919,118,200,1.88000000000011
12005,122,200,2.46000000000004
12087,112,200,2.30000000000018
12046,120,200,2.38000000000011
11709,104,200,1.75
11963,123,200,1.65000000000009
11817,115,200,2.36999999999989
11965,113,200,1.96000000000004
11909,106,200,1.54999999999973
11834,88,200,1.15999999999985
12072,126,200,2.2199999999998
26792,174,300,8
26946,177,300,6.67000000000007
27148,149,300,8.19000000000005
27016,168,300,6.64000000000033
27005,202,300,8.90000000000009
26700,164,300,5.85999999999967
26821,181,300,5.82000000000016
26759,154,300,6.02999999999975
26968,182,300,7.88000000000011
26914,176,300,6.34999999999991
27060,180,300,8.05999999999995
26694,176,300,8.61999999999989
26625,175,300,8.53999999999996
26994,173,300,8.22000000000025
26857,161,300,7.07000000000016
26939,149,300,6.38999999999987
26770,152,300,5.40000000000009
27047,175,300,7.82999999999993
27117,193,300,7.76999999999998
26919,160,300,7.42999999999984
26756,160,300,7.63999999999987
26744,182,300,8.19000000000005
26976,182,300,6.80999999999995
27119,143,300,6.90999999999985
26766,168,300,7.44999999999982
26769,161,300,8.2199999999998
26952,182,300,6.7199999999998
7865,124,300,4.54999999999973
8012,173,300,6.61999999999989
7985,139,310,5.63999999999987
7939,103,310,3.44999999999982
8071,132,310,6.33000000000038
8091,112,310,2.65000000000009
8071,91,310,2.82999999999993
7880,134,310,5.42000000000007
7972,123,310,3.57000000000016
7971,136,310,4.48000000000002
7914,111,310,6.04999999999973
8122,140,310,5.24000000000024
8097,162,310,5.94000000000005
8235,143,310,4.7800000000002
8142,120,310,4.03999999999996
8145,112,310,3.99000000000024
8052,122,310,4.5600000000004
8210,148,310,7.95000000000027
8122,161,310,8.08000000000038
8219,113,310,4.61000000000013
8176,110,310,4.61999999999989
8246,146,310,3.73000000000002
8340,138,310,6.9699999999998
8451,128,310,5.0300000000002
8347,142,310,4.22000000000025
8527,103,310,4.32999999999993
8454,127,310,8.13999999999987
8417,144,310,5.13000000000011
8335,129,310,3.83999999999969
8363,134,310,6.15000000000009
8348,89,310,4.71000000000004
8416,134,310,1.86999999999989
8497,116,310,6.05999999999995
8528,92,310,1.40999999999985
8485,145,310,6.89000000000124
8471,157,310,7.8700000000008
8992,132,310,5.98999999999978
8896,132,310,7.61999999999898
8746,147,310,5.1200000000008
9407,139,310,10.5300000000007
9375,208,310,11.1700000000001
9444,133,310,2.69000000000051
9819,153,310,6.95000000000073
9889,145,310,6.06999999999971
9918,118,310,4.96999999999935
10281,167,310,7.98999999999978
10454,150,310,5.53000000000065
10368,150,310,6.65999999999985
10888,143,310,6.35000000000036
10994,230,310,9.42000000000007
11004,194,310,4.72000000000116
11397,200,310,8.65999999999985
11246,147,310,3.55000000000109
11320,160,310,5.52000000000044
11655,171,310,8.28999999999905
12070,237,310,6.5
11794,178,310,6.3700000000008
12466,181,310,8.23000000000138
12524,168,310,4.56999999999971
12378,196,310,2.75
13091,156,310,9.86000000000058
13068,197,310,9.11000000000058
12966,177,310,8.57999999999993
13506,137,310,8.89000000000124
13355,242,310,11.5500000000011
13404,180,310,5.44000000000051
13702,248,310,8.98000000000138
13894,232,310,10.5500000000011
13937,235,310,10.2999999999993
14199,219,310,8.61999999999898
14212,220,310,7.02999999999884
404,0,310,0
414,0,310,0
421,0,310,0
845,1,310,0.0499999999992724
907,14,310,0.569999999999709
826,5,310,0.220000000001164
1387,20,310,1.76000000000022
1447,32,310,2.65999999999985
1425,22,310,0.909999999999854
1881,31,310,2.19000000000051
1888,13,310,1.43000000000029
1919,17,310,1.19000000000051
2473,19,310,1.32999999999993
2370,45,310,2.69000000000051
2389,30,310,0.890000000001237
2812,46,310,2.72000000000116
2935,21,310,1.95999999999913
2874,30,310,2.75
3375,33,310,0.75
3415,75,310,4.75
3400,27,310,0.600000000000364
3858,68,310,3.34000000000015
3982,62,310,2.32000000000153
3883,76,310,5.26000000000022
4419,83,310,4.25
4426,49,310,1.71999999999935
4411,98,310,5.65999999999985
4959,66,310,4.27999999999884
4041,66,310,2.65999999999985
4007,56,310,1.70999999999913
4069,52,310,1.29000000000087
4317,93,310,5.28000000000065
4278,51,310,2.95999999999913
4254,76,310,4.05000000000109
4611,61,310,2.10000000000036
4642,87,310,5.03000000000065
4619,101,310,4.77999999999884
4967,68,310,1.64000000000124
4899,79,310,4.90999999999985
5018,65,310,4.18000000000029
5139,38,310,1.28000000000065
5180,61,310,3.88999999999942
5202,50,310,4.59000000000015
5373,90,310,2.6200000000008
5571,100,310,4.39000000000124
5609,80,310,2.35000000000036
5893,117,310,7.25
5740,78,310,3.39999999999964
5933,95,310,6.11000000000058
6048,120,310,5.25
5979,77,310,4.14999999999964
4037,30,310,1.3700000000008
3970,61,310,3.02999999999884
4029,48,310,1.27999999999884
4328,59,310,2.48000000000138
4429,53,310,1.92000000000007
4365,84,310,3.73999999999978
4623,62,310,4.54000000000087
4572,73,310,4.88999999999942
4625,61,310,2.15000000000146
4817,48,310,0.799999999999272
4838,55,310,2.82999999999993
4850,51,310,2.09000000000015
5180,79,310,5.05000000000109
5194,79,310,5.36999999999898
5168,106,310,7.0099999999984
5522,85,310,2.82999999999993
5472,85,310,6.27000000000044
5618,82,310,1.71999999999935
5865,73,310,5.52000000000044
5875,77,310,4.07999999999993
5869,118,310,6.39999999999964
6152,82,310,3.02000000000044
6142,75,310,6.47000000000116
6170,74,310,4.96000000000095
6527,113,310,4.30999999999949
6407,88,310,3.23999999999978
6399,114,310,8.14999999999964
6916,89,310,5.34000000000015
6651,114,310,4.53000000000065
6805,110,310,6.75
6930,139,310,6.30999999999949
7092,53,310,4.90999999999985
7036,45,310,3.1299999999992
7211,115,310,7.02999999999884
7149,123,310,4.10999999999876
7343,124,310,7.36000000000058
7557,126,310,5.71000000000095
7530,164,310,9.02000000000044
7632,121,310,3.48999999999978
7970,149,310,4.69000000000051
7898,94,310,4.56999999999971
7861,109,310,2.92000000000007
0,0,310,0
0,0,310,0
0,0,310,0
155,0,310,0
164,0,310,0.0200000000004366
149,0,310,0
0,0,310,0
0,0,310,0
0,0,310,0
150,0,310,0
149,0,310,0
144,0,310,0
299,0,310,0
291,0,310,0
336,0,310,0
456,6,310,0.199999999998909
444,0,310,0
459,5,310,0.420000000000073
616,5,310,0.529999999998836
594,0,310,0.170000000000073
585,0,310,0.219999999999345
800,5,310,0.600000000000364
721,0,310,0.25
732,0,310,0.25
870,2,310,0.25
897,5,310,0.409999999999854
904,2,310,0.349999999998545
1066,8,310,0.539999999999054
989,8,310,0.590000000000146
1044,13,310,1.03000000000065
1199,9,310,1.22999999999956
1198,12,310,0.209999999999127
1206,15,310,0.680000000000291
1348,29,310,0.940000000000509
1353,11,310,1.92000000000007
1316,27,310,2.51000000000022
1551,39,310,2.94000000000051
1450,20,310,1.95000000000073
1541,13,310,1.1299999999992
1622,11,310,1.07999999999993
1688,7,310,0.880000000001019
1687,37,310,2.51999999999862
1846,27,310,0.399999999999636
1778,9,310,0.799999999999272
1789,38,310,3.19999999999891
1970,37,310,3.61000000000058
1889,15,310,1.3700000000008
1982,38,310,2.75
945,0,310,0
1059,21,310,1.69000000000051
1009,9,310,1.09000000000015
1170,17,310,1.30999999999949
1149,25,310,1.6200000000008
1140,23,310,1.14999999999964
1326,17,310,1.05000000000109
1300,6,310,0.229999999999563
1270,11,310,1.17999999999847
1413,33,310,3.88000000000102
1462,16,310,2.32999999999993
1490,31,310,4.15999999999985
1605,22,310,2.80999999999949
1583,19,310,0.909999999999854
1637,15,310,0.319999999999709
1690,35,310,1.59000000000015
1741,23,310,2.51999999999862
1755,18,310,1.75
1903,49,310,2.57999999999993
1851,53,310,3.80000000000109
1909,28,310,1.47000000000116
1980,19,310,1.55000000000109
2017,13,310,0.950000000000728
1898,14,310,1.14999999999964
2173,14,310,1.21999999999935
2122,21,310,2
2080,25,310,2.57999999999993
2305,37,310,1.60999999999876
2311,52,310,1.52000000000044
2282,17,310,0.829999999999927
2477,42,310,1.47999999999956
2455,33,310,3.14000000000124
2409,7,310,0.75
2672,62,310,2.79999999999927
2590,55,310,2.54000000000087
2674,26,310,1.91999999999825
2652,48,310,1.3799999999992
2707,46,310,2.15999999999985
2845,24,310,2.68000000000029
2826,24,310,0.449999999998909
3005,53,310,3.63999999999942
2767,40,310,3.63000000000102
2985,44,310,3.17000000000007
3053,30,310,2.58999999999833
3030,44,310,2.85999999999876
3204,48,310,2.76000000000022
3144,28,310,2.64000000000124
3174,48,310,3.06999999999971
3378,37,310,2.64000000000124
3323,54,310,3.59000000000015
3349,55,310,2.27000000000044
3537,61,310,4.11000000000058
3567,38,310,2.53000000000065
3469,50,310,1.27000000000044
3594,27,310,0.470000000001164
3556,55,310,3.75
3535,52,310,3.01000000000022
3901,65,310,3.84000000000015
3790,46,310,1.20000000000073
3722,68,310,5.1200000000008
3923,69,310,3.8799999999992
3975,65,310,1.08999999999833
3869,13,310,0.899999999999636
102,0,100,0
106,0,100,0
105,0,100,0
248,5,100,0.0499999999992724
273,13,100,0.0100000000002183
253,9,100,0.200000000000728
409,24,100,0.170000000000073
387,17,100,0.0599999999994907
425,11,100,0.069999999999709
556,30,100,0.279999999998836
530,33,100,0.280000000000655
550,12,100,0.0299999999988358
693,20,100,0.170000000000073
697,24,100,0.229999999999563
712,42,100,0.369999999998981
849,62,100,0.299999999999272
806,59,100,0.389999999999418
835,38,100,0.0900000000001455
96,0,101,0
103,0,101,0
90,0,101,0
245,17,101,0.190000000000509
250,13,101,0.110000000000582
272,17,101,0.309999999999491
370,13,101,0.139999999999418
426,11,101,0.180000000000291
434,10,101,0.0499999999992724
561,12,101,0.109999999998763
546,12,101,0.0300000000006548
533,5,101,0.0200000000004366
645,49,101,0.25
692,2,101,0.0200000000004366
725,28,101,0.25
856,31,101,0.320000000001528
887,31,101,0.1200000000008
864,43,101,0.290000000000873
1037,45,101,0.270000000000437
991,56,101,0.5
1055,39,101,0.25
1198,71,101,0.5
1125,67,101,0.290000000000873
1192,56,101,0.309999999999491
1277,51,101,0.239999999999782
1298,75,101,0.5
1356,67,101,0.409999999999854
1424,32,101,0.309999999999491
1491,82,101,0.570000000001528
1473,85,101,0.730000000001382
1566,59,101,0.389999999999418
1521,40,101,0.180000000000291
1586,63,101,0.25
1776,77,101,0.5
1726,121,101,0.610000000000582
1827,110,101,0.469999999999345
1867,78,101,0.5
1960,71,101,0.340000000000146
1907,110,101,0.659999999999854
2019,109,101,0.579999999999927
2027,79,101,0.460000000000946
2049,92,101,0.300000000001091
2168,74,101,0.289999999999054
2248,110,101,0.5
2168,138,101,0.640000000001237
2300,87,101,0.25
2427,105,101,0.549999999999272
2336,131,101,0.660000000001673
2473,152,101,0.700000000000728
2543,134,101,0.649999999999636
2480,128,101,0.489999999999782
2582,168,101,0.829999999999927
2667,102,101,0.329999999999927
2613,148,101,0.780000000000655
2727,105,101,0.440000000000509
2731,114,101,0.360000000000582
2851,136,101,0.490000000001601
2971,130,101,0.340000000000146
2973,154,101,0.520000000000437
2927,182,101,0.670000000000073
3105,127,101,0.659999999999854
3074,103,101,0.559999999999491
3140,134,101,0.350000000000364
3248,188,101,0.479999999999563
3339,89,101,0.5
3183,134,101,0.359999999998763
3380,189,101,0.949999999998909
3329,154,101,0.530000000000655
3431,167,101,0.700000000000728
3544,154,101,0.659999999999854
3632,219,101,0.800000000001091
3526,207,101,0.920000000000073
3685,215,101,0.850000000000364
3759,184,101,0.630000000001019
3654,175,101,0.489999999999782
3831,171,101,0.739999999999782
3810,212,101,0.779999999998836
3871,165,101,0.709999999999127
3947,203,101,0.860000000000582
3968,206,101,0.880000000001019
4044,260,101,1.01000000000022
4190,178,101,0.719999999999345
4118,230,101,0.559999999999491
4134,230,101,0.8799999999992
4280,209,101,0.730000000001382
4294,234,101,0.969999999999345
4281,217,101,0.360000000000582
4518,233,101,0.75
4432,216,101,0.829999999999927
4506,213,101,0.830000000001746
4570,178,101,0.479999999999563
4638,248,101,0.799999999999272
4559,244,101,0.989999999999782
4822,268,101,0.930000000000291
4709,251,101,1.06999999999971
4717,231,101,0.869999999998981
4845,276,101,0.75
4912,215,101,0.860000000000582
4937,250,101,0.890000000001237
5073,251,101,0.819999999999709
5086,283,101,0.780000000000655
5060,206,101,0.670000000000073
5224,258,101,0.809999999999491
5111,272,101,0.829999999999927
5132,310,101,1.14999999999964
5409,305,101,0.899999999999636
5439,264,101,0.8700000000008
5404,231,101,0.969999999999345
5571,322,101,1.03000000000065
5498,280,101,1.05000000000109
5553,306,101,1.07999999999993
5640,296,101,1.10000000000036
5633,307,101,1.13999999999942
5578,242,101,1.09000000000015
101,0,101,0
101,0,101,0.0200000000004366
115,0,101,0.0200000000004366
91,0,101,0
85,0,101,0.0100000000002183
116,0,101,0
100,0,101,0
108,0,101,0.0100000000002183
105,0,101,0
119,0,101,0
208,1,101,0.0200000000004366
262,5,101,0.0499999999992724
298,14,101,0.0499999999992724
258,2,101,0
262,6,101,0.159999999999854
236,0,101,0.0200000000004366
244,12,101,0.0900000000001455
257,3,101,0.139999999999418
261,0,101,0
267,5,101,0.0599999999994907
392,15,101,0.180000000000291
417,21,101,0.179999999998472
438,8,101,0.0900000000001455
394,23,101,0.210000000000946
391,9,101,0.0999999999985448
407,10,101,0.159999999999854
409,8,101,0.0799999999999272
387,15,101,0.200000000000728
394,25,101,0.25
390,7,101,0.0599999999994907
547,28,101,0.239999999999782
566,15,101,0.0799999999999272
536,9,101,0
543,26,101,0.360000000000582
609,18,101,0.190000000000509
505,28,101,0.140000000001237
573,18,101,0.159999999999854
547,32,101,0.279999999998836
541,16,101,0.0599999999994907
559,21,101,0.200000000000728
713,21,101,0.200000000000728
708,23,101,0.069999999999709
697,23,101,0.170000000000073
685,30,101,0.25
716,39,101,0.140000000001237
711,44,101,0.419999999998254
704,35,101,0.280000000000655
714,56,101,0.399999999999636
705,55,101,0.299999999999272
772,30,101,0.1299999999992
851,19,101,0.170000000000073
856,68,101,0.450000000000728
794,48,101,0.559999999999491
824,22,101,0.200000000000728
868,49,101,0.260000000000218
843,35,101,0.25
803,16,101,0.110000000000582
820,40,101,0.200000000000728
863,24,101,0.130000000001019
883,43,101,0.330000000001746
996,33,101,0.300000000001091
1007,30,101,0.150000000001455
981,58,101,0.260000000000218
1008,39,101,0.109999999998763
934,60,101,0.479999999999563
975,45,101,0.280000000000655
1035,40,101,0.299999999999272
1020,65,101,0.449999999998909
1033,53,101,0.340000000000146
969,38,101,0.0900000000001455
1174,52,101,0.319999999999709
1162,78,101,0.450000000000728
1200,63,101,0.3700000000008
1187,48,101,0.229999999999563
1220,64,101,0.159999999999854
1188,36,101,0.150000000001455
1192,69,101,0.170000000000073
1195,54,101,0.1299999999992
1164,48,101,0.309999999999491
1123,50,101,0.309999999999491
