E,f,n,ExecutionTime,cpp
8415,417,102,0,1
8456,420,102,1,0
8456,420,102,0,1
8432,415,102,1.48000000000002,0
8432,415,102,0,1
8347,414,102,1.27999999999997,0
8347,414,102,0,1
8424,469,102,1.70000000000005,0
8424,469,102,0,1
8424,422,102,1.5,0
8424,422,102,0,1
8440,437,102,1.5,0
8440,437,102,0,1
8360,429,102,1.54000000000019,0
8360,429,102,0,1
8725,477,102,1.47000000000003,0
8725,477,102,0,1
8712,407,102,0.970000000000027,0
8712,407,102,0,1
8714,470,102,1.55999999999995,0
8714,470,102,0,1
8702,419,102,1.53999999999996,0
8702,419,102,0.0199999999999818,1
8679,445,102,1.37000000000012,0
8679,445,102,0,1
8639,480,102,1.60000000000014,0
8639,480,102,0,1
8649,368,102,1.3900000000001,0
8649,368,102,0,1
8677,446,102,1.60000000000014,0
8677,446,102,0,1
8741,480,102,1.55999999999995,0
8741,480,102,0,1
8662,473,102,1.38999999999987,0
8662,473,102,0,1
9021,450,102,1.38999999999987,0
9021,450,102,0,1
8954,494,102,1.22000000000003,0
8954,494,102,0,1
8936,507,102,1.61999999999989,0
8936,507,102,0,1
9058,510,102,1.38999999999987,0
9058,510,102,0.0199999999999818,1
8994,493,102,1.6099999999999,0
8994,493,102,0,1
9015,469,102,1.6099999999999,0
9015,469,102,0,1
9027,485,102,1.58999999999992,0
9027,485,102,0,1
8987,384,102,0.829999999999927,0
8987,384,102,0,1
9018,469,102,1.41999999999985,0
9018,469,102,0,1
9033,491,102,1.19000000000005,0
9033,491,102,0,1
197,1,102,0.0199999999999818,0
197,1,102,0,1
223,0,102,0.00999999999976353,0
223,0,102,0,1
214,0,102,0.0100000000002183,0
214,0,102,0,1
183,6,102,0.0700000000001637,0
183,6,102,0,1
218,0,102,0,0
218,0,102,0,1
217,6,102,0.0300000000002001,0
217,6,102,0,1
208,0,102,0,0
208,0,102,0,1
209,9,102,0.170000000000073,0
209,9,102,0,1
201,3,102,0,0
201,3,102,0,1
177,0,102,0.0199999999999818,0
177,0,102,0,1
531,25,102,0.210000000000036,0
531,25,102,0,1
498,25,102,0.0300000000002001,0
498,25,102,0,1
504,25,102,0.159999999999854,0
504,25,102,0,1
498,19,102,0.239999999999782,0
498,19,102,0,1
488,12,102,0.0599999999999454,0
488,12,102,0,1
494,20,102,0.230000000000018,0
494,20,102,0,1
526,35,102,0.269999999999982,0
526,35,102,0,1
471,11,102,0.0999999999999091,0
471,11,102,0,1
509,6,102,0.110000000000127,0
509,6,102,0,1
522,41,102,0.129999999999654,0
522,41,102,0,1
832,28,102,0.25,0
832,28,102,0,1
812,42,102,0.170000000000073,0
812,42,102,0,1
749,36,102,0.080000000000382,0
749,36,102,0,1
792,67,102,0.349999999999909,0
792,67,102,0,1
779,41,102,0.130000000000109,0
779,41,102,0,1
850,28,102,0.25,0
850,28,102,0,1
847,65,102,0.480000000000018,0
847,65,102,0,1
830,11,102,0.0499999999997272,0
830,11,102,0,1
858,72,102,0.230000000000018,0
858,72,102,0,1
796,36,102,0.289999999999964,0
796,36,102,0,1
1091,74,102,0.3100000000004,0
1091,74,102,0,1
1100,57,102,0.190000000000055,0
1100,57,102,0,1
1100,48,102,0.329999999999927,0
1100,48,102,0,1
1168,52,102,0.329999999999927,0
1168,52,102,0,1
1043,69,102,0.449999999999818,0
1043,69,102,0,1
1165,44,102,0.179999999999836,0
1165,44,102,0,1
1083,51,102,0.25,0
1083,51,102,0,1
1062,35,102,0.140000000000327,0
1062,35,102,0,1
1116,62,102,0.309999999999945,0
1116,62,102,0,1
1105,24,102,0.179999999999836,0
1105,24,102,0,1
1350,58,102,0.410000000000309,0
1350,58,102,0,1
1362,50,102,0.190000000000055,0
1362,50,102,0,1
1397,81,102,0.339999999999691,0
1397,81,102,0,1
1433,39,102,0.0999999999999091,0
1433,39,102,0,1
1305,35,102,0.199999999999818,0
1305,35,102,0,1
1411,50,102,0.260000000000218,0
1411,50,102,0,1
1462,52,102,0.329999999999927,0
1462,52,102,0,1
1431,80,102,0.480000000000018,0
1431,80,102,0,1
1416,55,102,0.159999999999854,0
1416,55,102,0,1
1421,97,102,0.509999999999764,0
1421,97,102,0,1
1675,95,102,0.5,0
1675,95,102,0,1
1769,98,102,0.519999999999982,0
1769,98,102,0,1
1770,76,102,0.330000000000382,0
1770,76,102,0,1
1659,47,102,0.299999999999727,0
1659,47,102,0,1
1707,94,102,0.289999999999964,0
1707,94,102,0,1
1662,78,102,0.339999999999691,0
1662,78,102,0,1
1678,69,102,0.360000000000127,0
1678,69,102,0,1
1681,83,102,0.449999999999818,0
1681,83,102,0,1
1692,108,102,0.559999999999945,0
1692,108,102,0,1
1617,95,102,0.390000000000327,0
1617,95,102,0,1
2040,101,102,0.539999999999964,0
2040,101,102,0,1
1970,70,102,0.299999999999727,0
1970,70,102,0,1
1988,96,102,0.539999999999964,0
1988,96,102,0,1
2096,133,102,0.639999999999873,0
2096,133,102,0,1
2039,124,102,0.639999999999873,0
2039,124,102,0,1
1986,72,102,0.360000000000127,0
1986,72,102,0,1
2047,111,102,0.5,0
2047,111,102,0,1
2058,96,102,0.309999999999945,0
2058,96,102,0,1
1992,89,102,0.380000000000109,0
1992,89,102,0,1
2046,105,102,0.329999999999927,0
2046,105,102,0,1
2320,128,102,0.619999999999891,0
2320,128,102,0,1
2275,116,102,0.489999999999782,0
2275,116,102,0,1
2214,109,102,0.230000000000018,0
2214,109,102,0,1
2229,113,102,0.440000000000055,0
2229,113,102,0,1
2269,77,102,0.369999999999891,0
2269,77,102,0,1
2286,106,102,0.360000000000127,0
2286,106,102,0.0199999999999818,1
2302,111,102,0.550000000000182,0
2302,111,102,0,1
2271,111,102,0.559999999999945,0
2271,111,102,0,1
2280,130,102,0.269999999999982,0
2280,130,102,0,1
2333,122,102,0.5,0
2333,122,102,0,1
2624,77,102,0.25,0
2624,77,102,0,1
2594,131,102,0.5,0
2594,131,102,0,1
2600,132,102,0.610000000000127,0
2600,132,102,0,1
2614,107,102,0.279999999999745,0
2614,107,102,0,1
2650,105,102,0.340000000000146,0
2650,105,102,0,1
2543,90,102,0.129999999999654,0
2543,90,102,0,1
2566,111,102,0.210000000000036,0
2566,111,102,0,1
2554,123,102,0.449999999999818,0
2554,123,102,0,1
2523,132,102,0.2800000000002,0
2523,132,102,0,1
2529,179,102,0.610000000000127,0
2529,179,102,0.00999999999976353,1
2877,115,102,0.599999999999909,0
2877,115,102,0,1
2960,156,102,0.550000000000182,0
2960,156,102,0,1
2987,132,102,0.420000000000073,0
2987,132,102,0,1
2892,158,102,0.25,0
2892,158,102,0,1
2965,161,102,0.5,0
2965,161,102,0,1
2901,129,102,0.259999999999764,0
2901,129,102,0,1
2950,138,102,0.389999999999873,0
2950,138,102,0,1
2845,126,102,0.389999999999873,0
2845,126,102,0,1
2835,129,102,0.360000000000127,0
2835,129,102,0,1
2907,174,102,0.650000000000091,0
2907,174,102,0,1
3097,79,199,1.23000000000002,0
3097,79,199,0,1
2965,32,199,0.110000000000127,0
2965,32,199,0,1
3023,95,199,1.07000000000016,0
3023,95,199,0,1
2982,80,199,1.40000000000009,0
2982,80,199,0,1
3080,56,199,1.45000000000027,0
3080,56,199,0.0199999999999818,1
3001,67,199,1.89000000000033,0
3001,67,199,0,1
3072,64,199,1.05999999999995,0
3072,64,199,0,1
3036,57,199,0.800000000000182,0
3036,57,199,0,1
2965,62,199,1.09999999999991,0
2965,62,199,0,1
2979,85,199,1.07999999999993,0
2979,85,199,0,1
4006,118,199,1.63000000000011,0
4006,118,199,0,1
4004,80,199,1.7199999999998,0
4004,80,199,0,1
3998,62,199,1.03999999999996,0
3998,62,199,0,1
4034,118,199,1.32000000000016,0
4034,118,199,0,1
4126,77,199,1.20000000000027,0
4126,77,199,0,1
4009,111,199,1.30000000000018,0
4009,111,199,0.0100000000002183,1
3981,106,199,1.48000000000002,0
3981,106,199,0,1
4001,105,199,2.30999999999995,0
4001,105,199,0,1
3998,107,199,1.8100000000004,0
3998,107,199,0,1
4008,125,199,1.97000000000025,0
4008,125,199,0,1
4888,112,199,1.69000000000005,0
4888,112,199,0,1
4934,134,199,1.82999999999993,0
4934,134,199,0,1
5073,133,199,1.82999999999993,0
5073,133,199,0,1
4930,126,199,1.73000000000002,0
4930,126,199,0,1
4978,147,199,2.69999999999982,0
4978,147,199,0,1
4954,155,199,1.73000000000002,0
4954,155,199,0,1
4964,141,199,2.51999999999998,0
4964,141,199,0,1
4861,93,199,0.7199999999998,0
4861,93,199,0,1
5036,131,199,1.64000000000033,0
5036,131,199,0,1
4962,166,199,1.67000000000007,0
4962,166,199,0.0199999999999818,1
6108,147,199,2.05999999999995,0
6108,147,199,0,1
6121,176,199,2.76999999999998,0
6121,176,199,0,1
6072,134,199,1.17999999999984,0
6072,134,199,0.0100000000002183,1
6003,181,199,1.44999999999982,0
6003,181,199,0,1
6050,152,199,1.66999999999962,0
6050,152,199,0.0100000000002183,1
5938,110,199,1.55000000000018,0
5938,110,199,0,1
5986,185,199,2.46000000000004,0
5986,185,199,0,1
6078,111,199,1.48999999999978,0
6078,111,199,0,1
5988,167,199,1.80999999999995,0
5988,167,199,0,1
6006,133,199,0.859999999999673,0
6006,133,199,0,1
7014,195,199,3.31999999999971,0
7014,195,199,0,1
6994,128,199,2.16999999999962,0
6994,128,199,0,1
6941,177,199,2.59999999999991,0
6941,177,199,0,1
6978,178,199,3.01999999999998,0
6978,178,199,0,1
6929,177,199,2.9699999999998,0
6929,177,199,0,1
7087,134,199,0.9699999999998,0
7087,134,199,0,1
6930,152,199,2.19999999999982,0
6930,152,199,0,1
7045,165,199,2.53999999999996,0
7045,165,199,0,1
7020,167,199,2.25,0
7020,167,199,0,1
6960,179,199,2.75,0
6960,179,199,0,1
8011,211,199,1.21000000000004,0
8011,211,199,0,1
8067,231,199,2.94999999999982,0
8067,231,199,0,1
8117,202,199,2.53999999999996,0
8117,202,199,0,1
8044,204,199,2.2199999999998,0
8044,204,199,0,1
8028,231,199,2.60999999999967,0
8028,231,199,0.0199999999999818,1
7993,208,199,2.47000000000025,0
7993,208,199,0,1
8012,262,199,2.95000000000027,0
8012,262,199,0.0199999999999818,1
8040,202,199,1.86999999999989,0
8040,202,199,0,1
7916,225,199,2.35999999999967,0
7916,225,199,0,1
7901,192,199,2.36000000000013,0
7901,192,199,0,1
8986,240,199,1.42999999999984,0
8986,240,199,0,1
9145,243,199,1.57000000000016,0
9145,243,199,0,1
8996,169,199,1.07999999999993,0
8996,169,199,0,1
8995,214,199,3.44999999999982,0
8995,214,199,0.0199999999999818,1
9014,209,199,1.88999999999987,0
9014,209,199,0.0199999999999818,1
9031,241,199,2.38999999999987,0
9031,241,199,0,1
9046,200,199,2.4699999999998,0
9046,200,199,0,1
8957,206,199,2.75,0
8957,206,199,0,1
9006,260,199,3.42000000000007,0
9006,260,199,0.00999999999976353,1
9051,271,199,2.73000000000002,0
9051,271,199,0,1
9947,235,199,2.84000000000015,0
9947,235,199,0,1
9939,191,199,2.81999999999971,0
9939,191,199,0,1
9989,267,199,2.61999999999989,0
9989,267,199,0,1
10035,273,199,1.69999999999982,0
10035,273,199,0,1
10016,264,199,3.03999999999996,0
10016,264,199,0,1
10124,286,199,2.94000000000005,0
10124,286,199,0,1
9960,259,199,2.7800000000002,0
9960,259,199,0,1
9992,225,199,1.82999999999993,0
9992,225,199,0,1
10038,208,199,2.52999999999975,0
10038,208,199,0,1
10085,282,199,2.42000000000007,0
10085,282,199,0,1
11035,231,199,2.90999999999985,0
11035,231,199,0,1
11051,331,199,1.88999999999987,0
11051,331,199,0,1
11154,295,199,2.25,0
11154,295,199,0,1
11117,247,199,1.59000000000015,0
11117,247,199,0,1
10899,224,199,2.5,0
10899,224,199,0,1
10984,282,199,2.19000000000005,0
10984,282,199,0,1
11077,329,199,3.61999999999989,0
11077,329,199,0,1
10885,314,199,2.09000000000015,0
10885,314,199,0,1
11047,265,199,2.13999999999987,0
11047,265,199,0,1
11072,222,199,1.68000000000029,0
11072,222,199,0,1
12036,263,199,2.86000000000013,0
12036,263,199,0,1
11992,348,199,4.19999999999982,0
11992,348,199,0,1
11946,315,199,2.54999999999973,0
11946,315,199,0,1
11982,353,199,3.75,0
11982,353,199,0,1
11974,335,199,3.75,0
11974,335,199,0,1
12068,279,199,3.23000000000002,0
12068,279,199,0,1
11946,331,199,2.88000000000011,0
11946,331,199,0,1
12084,368,199,3.59000000000015,0
12084,368,199,0,1
12132,326,199,3.30000000000018,0
12132,326,199,0,1
11994,366,199,3.84999999999991,0
11994,366,199,0,1
13110,318,199,2.55999999999995,0
13110,318,199,0,1
13097,317,199,3.7199999999998,0
13097,317,199,0,1
12995,385,199,3.22000000000025,0
12995,385,199,0,1
13024,302,199,2.34000000000015,0
13024,302,199,0,1
12832,400,199,4.23999999999978,0
12832,400,199,0.0100000000002183,1
12982,352,199,2.65999999999985,0
12982,352,199,0,1
12941,310,199,3.86000000000013,0
12941,310,199,0,1
12982,331,199,3.34999999999991,0
12982,331,199,0,1
12934,279,199,3.39000000000033,0
12934,279,199,0,1
13075,373,199,4.09000000000015,0
13075,373,199,0,1
13966,367,199,3.78999999999996,0
13966,367,199,0,1
13979,327,199,2.75999999999976,0
13979,327,199,0,1
14013,338,199,2.55000000000018,0
14013,338,199,0,1
13880,361,199,3.13000000000011,0
13880,361,199,0,1
13994,322,199,4.09000000000015,0
13994,322,199,0.0199999999999818,1
14075,348,199,3.11999999999989,0
14075,348,199,0,1
14075,346,199,2.36000000000013,0
14075,346,199,0,1
14000,352,199,2.50999999999976,0
14000,352,199,0,1
13975,349,199,2.72000000000025,0
13975,349,199,0.0199999999999818,1
13978,358,199,4.30999999999995,0
13978,358,199,0,1
15032,365,199,3.62999999999965,0
15032,365,199,0,1
14905,395,199,3.48000000000002,0
14905,395,199,0,1
14955,420,199,4.70000000000027,0
14955,420,199,0,1
15065,368,199,3.13999999999987,0
15065,368,199,0,1
15000,375,199,4.5,0
15000,375,199,0,1
14921,365,199,4.67000000000007,0
14921,365,199,0.0199999999999818,1
15175,456,199,5.17999999999984,0
15175,456,199,0,1
14983,307,199,4,0
14983,307,199,0,1
14975,374,199,3.25,0
14975,374,199,0,1
15212,384,199,3.61000000000013,0
15212,384,199,0.0199999999999818,1
15876,396,199,3.0300000000002,0
15876,396,199,0,1
15922,396,199,3.23000000000002,0
15922,396,199,0,1
16063,403,199,3.92000000000007,0
16063,403,199,0,1
16133,530,199,5.51999999999998,0
16133,530,199,0,1
16011,436,199,4,0
16011,436,199,0,1
16063,420,199,5.55000000000018,0
16063,420,199,0,1
15893,492,199,5.80000000000018,0
15893,492,199,0,1
16033,473,199,5.26999999999998,0
16033,473,199,0,1
15900,374,199,4.09999999999991,0
15900,374,199,0,1
15948,428,199,4.57999999999993,0
15948,428,199,0,1
16936,450,199,4.23000000000002,0
16936,450,199,0,1
17115,457,199,5.5,0
17115,457,199,0.0199999999999818,1
