E,f,n,ExecutionTime,cpp
2947,25,320,0.0200000000004366,1
3092,37,320,1.03999999999996,0
3092,37,320,0,1
3039,34,320,1.98999999999978,0
3039,34,320,0.0100000000002183,1
2969,48,330,3.38000000000011,0
2969,48,330,0.0100000000002183,1
2931,35,330,1.19000000000051,0
2931,35,330,0,1
3050,58,330,2.5600000000004,0
3050,58,330,0.0200000000004366,1
3062,31,330,1.55000000000018,0
3062,31,330,0.00999999999930878,1
2954,35,330,2.83000000000084,0
2954,35,330,0,1
2911,42,340,2.14000000000033,0
2911,42,340,0,1
3052,48,340,4.32999999999993,0
3052,48,340,0,1
3016,44,340,2.22999999999956,0
3016,44,340,0.0200000000004366,1
3127,35,340,1.14000000000033,0
3127,35,340,0,1
3010,20,340,0.429999999999382,0
3010,20,340,0,1
2985,57,350,4.75,0
2985,57,350,0,1
2988,37,350,3.36999999999989,0
2988,37,350,0,1
3024,33,350,2.15999999999985,0
3024,33,350,0,1
2937,41,350,4.40999999999985,0
2937,41,350,0,1
2948,37,350,1.38000000000011,0
2948,37,350,0,1
2955,21,360,0.489999999999782,0
2955,21,360,0,1
2981,31,360,2,0
2981,31,360,0,1
3087,46,360,1.17000000000007,0
3087,46,360,0,1
3109,27,360,2.15999999999985,0
3109,27,360,0,1
2995,25,360,2.17000000000007,0
2995,25,360,0,1
2946,46,370,4.5,0
2946,46,370,0,1
2912,9,370,0.920000000000073,0
2912,9,370,0,1
3032,34,370,3.47999999999956,0
3032,34,370,0,1
2976,37,370,4.28999999999996,0
2976,37,370,0,1
3000,27,370,4.5,0
3000,27,370,0,1
3061,36,380,3.75,0
3061,36,380,0,1
3005,33,380,3.63000000000011,0
3005,33,380,0,1
2887,34,380,4.80999999999949,0
2887,34,380,0,1
3030,14,380,1.76999999999953,0
3030,14,380,0,1
3011,48,380,6.25,0
3011,48,380,0,1
3052,30,390,4.0600000000004,0
3052,30,390,0,1
2947,46,390,4.69999999999982,0
2947,46,390,0,1
2980,39,390,2.8100000000004,0
2980,39,390,0,1
3082,11,390,0.339999999999236,0
3082,11,390,0,1
2948,26,390,2.07999999999993,0
2948,26,390,0,1
3022,47,400,6.25,0
3022,47,400,0.0200000000004366,1
2968,39,400,1.89000000000033,0
2968,39,400,0,1
2984,18,400,4.56999999999971,0
2984,18,400,0,1
3034,38,400,5.90999999999985,0
3034,38,400,0.0100000000002183,1
2983,41,400,5.40999999999985,0
2983,41,400,0.0100000000002183,1
2961,23,410,2.43000000000029,0
2961,23,410,0,1
3059,22,410,3.8100000000004,0
3059,22,410,0,1
2927,18,410,1.01999999999953,0
2927,18,410,0,1
2995,22,410,4.19000000000051,0
2995,22,410,0,1
3021,44,410,6.30999999999949,0
3021,44,410,0.0100000000002183,1
2990,7,420,1.14000000000033,0
2990,7,420,0,1
2987,37,420,4.55999999999949,0
2987,37,420,0.0200000000004366,1
3013,29,420,3.59000000000015,0
3013,29,420,0,1
2927,34,420,5.60999999999967,0
2927,34,420,0.0100000000002183,1
2944,9,420,0.609999999999673,0
2944,9,420,0,1
3058,18,430,2.89999999999964,0
3058,18,430,0,1
3010,42,430,5.44000000000051,0
3010,42,430,0,1
3006,18,430,0.819999999999709,0
3006,18,430,0,1
3041,42,430,5.38000000000011,0
3041,42,430,0.0100000000002183,1
2947,5,430,0.9399999999996,0
2947,5,430,0,1
2987,36,440,4.47000000000025,0
2987,36,440,0,1
3066,43,440,4.59000000000015,0
3066,43,440,0.0200000000004366,1
3052,44,440,8.22999999999956,0
3052,44,440,0,1
2987,24,440,5.07999999999993,0
2987,24,440,0,1
2984,17,440,4.52000000000044,0
2984,17,440,0.0199999999995271,1
3096,29,450,5.22999999999956,0
3096,29,450,0,1
3093,22,450,2.80999999999949,0
3093,22,450,0.0200000000004366,1
3000,25,450,2.28000000000065,0
3000,25,450,0,1
2998,39,450,3.05999999999949,0
2998,39,450,0,1
2973,34,450,5.02999999999975,0
2973,34,450,0,1
3052,47,460,8.22000000000025,0
3052,47,460,0.0100000000002183,1
2975,39,460,6.69999999999982,0
2975,39,460,0,1
2974,24,460,3.85999999999967,0
2974,24,460,0,1
3039,17,460,1.90999999999985,0
3039,17,460,0,1
2985,29,460,1.02000000000044,0
2985,29,460,0.0100000000002183,1
2992,32,470,6.33000000000084,0
2992,32,470,0,1
3012,40,470,7.03999999999996,0
3012,40,470,0.0200000000004366,1
3045,41,470,7.40999999999985,0
3045,41,470,0,1
3097,27,470,5.30999999999949,0
3097,27,470,0,1
3091,28,470,4.17000000000007,0
3091,28,470,0,1
2986,21,480,1.30999999999949,0
2986,21,480,0,1
3113,29,480,3.8100000000004,0
3113,29,480,0,1
2950,33,480,9.75,0
2950,33,480,0,1
2984,21,480,1.97999999999956,0
2984,21,480,0,1
2950,12,480,1.22000000000025,0
2950,12,480,0,1
3111,43,490,4.39999999999964,0
3111,43,490,0.0200000000004366,1
3118,27,490,6.26999999999953,0
3118,27,490,0,1
2944,22,490,4.38000000000011,0
2944,22,490,0,1
3020,34,490,7.69000000000051,0
3020,34,490,0,1
2942,43,490,6.72999999999956,0
2942,43,490,0.0200000000004366,1
3073,21,500,1.44999999999982,0
3073,21,500,0,1
3020,36,500,7.67000000000007,0
3020,36,500,0.0199999999995271,1
2872,17,500,1.5,0
2872,17,500,0,1
3023,13,500,1.53999999999996,0
3023,13,500,0,1
2988,31,500,6,0
2988,31,500,0.0100000000002183,1
2923,44,325,0.5600000000004,0
2923,44,325,0,1
3010,33,325,2.40999999999985,0
3010,33,325,0,1
2879,44,325,1.5,0
2879,44,325,0,1
3004,29,325,1.39000000000033,0
3004,29,325,0,1
2971,41,325,3.27999999999975,0
2971,41,325,0,1
2965,38,338,3.41000000000076,0
2965,38,338,0,1
2993,36,338,4.19000000000051,0
2993,36,338,0,1
3070,46,338,2.30000000000018,0
3070,46,338,0,1
3009,31,338,2.08999999999924,0
3009,31,338,0,1
3036,68,338,3.44999999999982,0
3036,68,338,0,1
2962,58,351,4.69000000000051,0
2962,58,351,0,1
2949,25,351,0.739999999999782,0
2949,25,351,0,1
2904,34,351,1.72000000000025,0
2904,34,351,0,1
2970,27,351,3.34000000000015,0
2970,27,351,0,1
2919,21,351,1.11999999999989,0
2919,21,351,0,1
3010,58,364,6.22000000000025,0
3010,58,364,0.0199999999995271,1
2965,42,364,3.78999999999996,0
2965,42,364,0,1
2981,47,364,3.84000000000015,0
2981,47,364,0.0200000000004366,1
2986,27,364,3.10999999999967,0
2986,27,364,0,1
3059,20,364,0.710000000000036,0
3059,20,364,0,1
2989,35,377,3.60000000000036,0
2989,35,377,0,1
3099,39,377,2.65999999999985,0
3099,39,377,0,1
2950,51,377,4.21999999999935,0
2950,51,377,0.0100000000002183,1
3074,30,377,4.16000000000076,0
3074,30,377,0,1
3044,43,377,2.44999999999982,0
3044,43,377,0,1
2905,46,390,5.0600000000004,0
2905,46,390,0,1
3114,52,390,5.49000000000069,0
3114,52,390,0,1
2963,24,390,2.42000000000007,0
2963,24,390,0,1
3051,99,390,8.75,0
3051,99,390,0,1
3090,32,390,6.42000000000007,0
3090,32,390,0,1
3103,36,403,4.65000000000055,0
3103,36,403,0.0199999999995271,1
2978,50,403,7.11999999999989,0
2978,50,403,0.0199999999995271,1
2886,46,403,3.72000000000025,0
2886,46,403,0,1
2937,37,403,2.07999999999993,0
2937,37,403,0,1
3026,57,403,8.97000000000025,0
3026,57,403,0,1
2920,27,416,3.66000000000076,0
2920,27,416,0,1
3048,44,416,6.26999999999953,0
3048,44,416,0,1
2907,25,416,1.19999999999982,0
2907,25,416,0,1
3064,31,416,5.94999999999982,0
3064,31,416,0,1
2993,21,416,0.359999999999673,0
2993,21,416,0,1
3072,21,429,2.71000000000004,0
3072,21,429,0,1
2998,17,429,0.25,0
2998,17,429,0,1
2984,64,429,6.69999999999982,0
2984,64,429,0,1
3148,45,429,5.42000000000007,0
3148,45,429,0,1
2961,16,429,1.38000000000011,0
2961,16,429,0,1
2979,14,442,3.21000000000004,0
2979,14,442,0.0100000000002183,1
2956,43,442,3.97000000000025,0
2956,43,442,0.0200000000004366,1
3015,21,442,2.60999999999967,0
3015,21,442,0.0200000000004366,1
3040,22,442,3.67000000000007,0
3040,22,442,0,1
2940,17,442,3.01999999999953,0
2940,17,442,0,1
2964,13,455,1.72000000000025,0
2964,13,455,0,1
3072,55,455,5.35999999999967,0
3072,55,455,0,1
2958,35,455,7.30999999999949,0
2958,35,455,0.0200000000004366,1
3087,60,455,11.46,0
3087,60,455,0,1
2934,23,455,2.35999999999967,0
2934,23,455,0,1
2956,26,468,2.78999999999996,0
2956,26,468,0,1
2967,18,468,3.10999999999967,0
2967,18,468,0,1
3004,14,468,2.64000000000033,0
3004,14,468,0,1
2960,32,468,5.59000000000015,0
2960,32,468,0.0199999999995271,1
3067,38,468,6.46000000000004,0
3067,38,468,0.0100000000002183,1
3066,16,481,1,0
3066,16,481,0,1
3093,29,481,6.77000000000044,0
3093,29,481,0,1
2993,31,481,5.51999999999953,0
2993,31,481,0,1
2950,21,481,4.77999999999975,0
2950,21,481,0,1
3012,28,481,6.63000000000011,0
3012,28,481,0,1
2934,17,494,2.09999999999945,0
2934,17,494,0.0100000000002183,1
2981,17,494,6.10999999999967,0
2981,17,494,0.0100000000002183,1
2963,30,494,7.74000000000069,0
2963,30,494,0,1
2994,18,494,3.60999999999967,0
2994,18,494,0,1
3004,17,494,4.5,0
3004,17,494,0.0100000000002183,1
